airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-04-09,Delhi,Cochin,17:15:00,07:40:00,865,2 ,No info,8052
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,19:00:00,1485,1 ,No info,14714
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,04:25:00,550,1 ,In-flight meal not included,12373
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,18:50:00,1470,2 ,No info,12604
Vistara,2019-05-18,Kolkata,Banglore,17:00:00,20:20:00,1640,1 ,No info,9555
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,18:50:00,1385,1 ,In-flight meal not included,5406
Indigo,2019-06-18,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,No info,2227
Air India,2019-05-18,Delhi,Cochin,10:00:00,19:15:00,555,1 ,No info,8879
Indigo,2019-04-12,Banglore,Delhi,01:30:00,04:15:00,165,0,No info,4591
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,15:30:00,450,1 ,No info,17057
Air India,2019-06-06,Banglore,Delhi,21:05:00,23:55:00,170,0,No info,6121
Indigo,2019-03-09,Kolkata,Banglore,10:10:00,12:55:00,165,0,No info,4462
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,21:05:00,1685,1 ,No info,12121
Multiple Carriers,2019-06-03,Delhi,Cochin,10:35:00,19:15:00,520,1 ,No info,7354
Indigo,2019-05-06,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4077
Indigo,2019-03-09,Banglore,New Delhi,20:00:00,22:55:00,175,0,No info,6144
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,09:20:00,1155,1 ,In-flight meal not included,8529
Spicejet,2019-04-12,Banglore,Delhi,21:10:00,00:05:00,175,0,No info,5621
Indigo,2019-04-24,Kolkata,Banglore,21:25:00,00:05:00,160,0,No info,4804
Air Asia,2019-05-21,Kolkata,Banglore,15:10:00,23:30:00,500,2 ,No info,5192
Indigo,2019-05-06,Banglore,Delhi,18:55:00,21:50:00,175,0,No info,4823
Vistara,2019-03-01,Banglore,New Delhi,21:10:00,00:05:00,175,0,No info,21730
Vistara,2019-06-06,Banglore,Delhi,19:30:00,22:15:00,165,0,No info,5088
Indigo,2019-05-27,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,No info,2754
Indigo,2019-05-24,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,4332
Multiple Carriers,2019-03-27,Delhi,Cochin,07:05:00,15:30:00,505,1 ,No info,12537
Air India,2019-03-06,Delhi,Cochin,16:40:00,19:15:00,1595,2 ,No info,12646
Air India,2019-05-18,Delhi,Cochin,18:45:00,19:15:00,1470,2 ,No info,12940
Jet Airways,2019-06-27,Delhi,Cochin,17:30:00,12:35:00,1145,1 ,In-flight meal not included,10262
Indigo,2019-03-15,Banglore,New Delhi,13:40:00,18:35:00,295,1 ,No info,7166
Spicejet,2019-05-06,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Multiple Carriers,2019-05-27,Delhi,Cochin,07:00:00,19:00:00,720,1 ,No info,10407
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,19:00:00,810,2 ,In-flight meal not included,13029
Jet Airways,2019-06-21,Banglore,Delhi,15:15:00,18:10:00,175,0,No info,8016
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,04:40:00,585,1 ,In-flight meal not included,7757
Indigo,2019-03-21,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,3858
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,22:35:00,365,1 ,No info,12681
Multiple Carriers,2019-06-27,Delhi,Cochin,07:10:00,22:30:00,920,1 ,In-flight meal not included,6093
Air India,2019-03-18,Banglore,New Delhi,08:50:00,23:25:00,2315,2 ,No info,10783
Air India,2019-05-06,Kolkata,Banglore,05:50:00,13:15:00,445,2 ,No info,7662
Multiple Carriers,2019-05-21,Delhi,Cochin,11:40:00,01:30:00,830,1 ,No info,7485
Air India,2019-05-06,Kolkata,Banglore,07:00:00,10:00:00,1620,2 ,No info,14508
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05:00,690,1 ,In-flight meal not included,8066
Indigo,2019-05-18,Banglore,Delhi,07:10:00,10:05:00,175,0,No info,4823
Vistara,2019-06-12,Banglore,Delhi,19:30:00,22:15:00,165,0,No info,4878
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,5769
Air India,2019-03-15,Banglore,New Delhi,06:10:00,08:55:00,165,0,No info,7276
Jet Airways,2019-06-06,Delhi,Cochin,21:25:00,19:00:00,1295,2 ,In-flight meal not included,10588
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,23:00:00,1035,1 ,In-flight meal not included,7832
Multiple Carriers,2019-03-21,Delhi,Cochin,17:30:00,01:35:00,485,1 ,No info,13542
Jet Airways,2019-04-01,Delhi,Cochin,09:00:00,12:35:00,1655,1 ,In-flight meal not included,5406
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,18:15:00,705,1 ,In-flight meal not included,10844
Spicejet,2019-06-12,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Spicejet,2019-04-01,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Indigo,2019-05-21,Delhi,Cochin,07:15:00,12:30:00,315,1 ,No info,5636
Indigo,2019-06-09,Kolkata,Banglore,15:10:00,20:30:00,320,1 ,No info,7095
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,19:00:00,1680,1 ,In-flight meal not included,12898
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,04:25:00,1110,1 ,No info,15764
Air India,2019-05-21,Delhi,Cochin,05:15:00,06:50:00,1535,1 ,No info,7480
Spicejet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0,No info,3925
Indigo,2019-05-24,Kolkata,Banglore,21:00:00,02:15:00,315,1 ,No info,6534
Indigo,2019-04-06,Banglore,Delhi,22:10:00,01:00:00,170,0,No info,3943
Jet Airways,2019-06-24,Delhi,Cochin,17:35:00,19:00:00,1525,2 ,No info,13922
Air India,2019-05-18,Kolkata,Banglore,12:00:00,13:15:00,1515,1 ,No info,7662
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15:00,705,1 ,No info,7354
Air India,2019-03-27,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No info,2575
Goair,2019-06-15,Delhi,Cochin,07:25:00,13:35:00,370,1 ,No info,5842
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,22:25:00,870,1 ,No info,6152
Indigo,2019-05-06,Delhi,Cochin,10:35:00,01:30:00,895,1 ,No info,6979
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,12:00:00,960,1 ,No info,14571
Multiple Carriers,2019-03-06,Delhi,Cochin,18:00:00,01:35:00,455,1 ,No info,16863
Indigo,2019-03-27,Mumbai,Hyderabad,12:00:00,13:25:00,85,0,No info,2754
Jet Airways,2019-06-12,Delhi,Cochin,13:00:00,12:35:00,1415,1 ,In-flight meal not included,10262
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,04:25:00,1060,2 ,No info,11093
Multiple Carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30:00,450,1 ,No info,15078
Vistara,2019-06-06,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,4668
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,19:10:00,575,1 ,In-flight meal not included,12384
Multiple Carriers,2019-06-15,Delhi,Cochin,07:30:00,19:00:00,690,1 ,No info,10877
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,12:35:00,1100,1 ,In-flight meal not included,12898
Air Asia,2019-05-15,Banglore,Delhi,04:55:00,07:45:00,170,0,No info,4282
Multiple Carriers,2019-06-06,Delhi,Cochin,09:00:00,21:00:00,720,1 ,No info,13587
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,20:45:00,1485,1 ,In-flight meal not included,10844
Air India,2019-03-12,Banglore,New Delhi,17:25:00,16:20:00,1375,2 ,No info,12778
Air India,2019-06-06,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No info,3100
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0,No check-in baggage included,3873
Air India,2019-03-21,Delhi,Cochin,09:00:00,19:15:00,615,1 ,No info,6902
Jet Airways,2019-06-09,Delhi,Cochin,18:25:00,04:25:00,600,2 ,No info,14237
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,19:00:00,540,1 ,No info,12192
Air India,2019-03-06,Delhi,Cochin,17:20:00,09:25:00,965,1 ,No info,12677
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,18:50:00,890,1 ,No info,15237
Jet Airways,2019-06-03,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5769
Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,04:25:00,1165,1 ,No info,12242
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,19:15:00,375,1 ,No info,15898
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1 ,No info,14151
Multiple Carriers,2019-05-09,Delhi,Cochin,15:00:00,01:30:00,630,1 ,No info,15078
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,18:50:00,700,1 ,No info,9345
Multiple Carriers,2019-06-01,Delhi,Cochin,12:50:00,19:15:00,385,1 ,No info,9526
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,12:35:00,425,2 ,No info,16274
Air India,2019-05-21,Kolkata,Banglore,10:00:00,20:25:00,625,1 ,No info,11096
Spicejet,2019-05-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,12:35:00,620,1 ,No info,14714
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,09:30:00,1310,1 ,No info,25735
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,540,1 ,No info,12507
Air India,2019-05-01,Banglore,Delhi,06:10:00,08:55:00,165,0,No info,6121
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,04:25:00,535,2 ,In-flight meal not included,10368
Air Asia,2019-04-24,Delhi,Cochin,07:55:00,22:25:00,870,1 ,No info,6152
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,04:25:00,1995,2 ,No info,16809
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,18:50:00,535,1 ,In-flight meal not included,15400
Multiple Carriers,2019-04-09,Delhi,Cochin,19:00:00,01:30:00,390,1 ,No info,7363
Jet Airways,2019-05-27,Delhi,Cochin,19:10:00,12:35:00,1045,2 ,No info,15129
Indigo,2019-04-01,Banglore,Delhi,01:30:00,04:15:00,165,0,No info,4423
Jet Airways,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,2 ,In-flight meal not included,15812
Multiple Carriers,2019-06-06,Delhi,Cochin,06:40:00,19:15:00,755,1 ,No info,7354
Indigo,2019-05-15,Delhi,Cochin,06:50:00,12:10:00,320,1 ,No info,5298
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,18:15:00,590,1 ,In-flight meal not included,10844
Jet Airways,2019-05-09,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,2759
Air India,2019-03-01,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No info,10082
Indigo,2019-03-03,Kolkata,Banglore,17:15:00,20:00:00,165,0,No info,6985
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1210,1 ,In-flight meal not included,12898
Air Asia,2019-05-24,Kolkata,Banglore,15:10:00,23:30:00,500,2 ,No info,5192
Indigo,2019-03-03,Delhi,Cochin,04:55:00,12:00:00,425,1 ,No info,9585
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,15:05:00,1325,1 ,No info,13067
Multiple Carriers,2019-06-15,Delhi,Cochin,10:20:00,19:15:00,535,1 ,No info,9526
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,23:25:00,1625,1 ,No info,8085
Multiple Carriers,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,1 ,No info,11622
Jet Airways,2019-06-15,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4050
Jet Airways,2019-06-06,Delhi,Cochin,11:40:00,19:00:00,440,2 ,No info,18804
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,12:00:00,1315,1 ,No info,14388
Air India,2019-06-03,Delhi,Cochin,12:55:00,19:15:00,1820,2 ,No info,12436
Indigo,2019-04-03,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4591
Jet Airways,2019-03-09,Delhi,Cochin,05:40:00,04:25:00,1365,2 ,No info,14861
Air India,2019-05-09,Delhi,Cochin,06:10:00,23:00:00,1010,1 ,No info,7174
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,10:05:00,775,1 ,No info,13941
Indigo,2019-03-09,Delhi,Cochin,07:35:00,12:00:00,265,1 ,No info,6937
Indigo,2019-05-12,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No info,2754
Multiple Carriers,2019-06-12,Delhi,Cochin,11:25:00,19:15:00,470,1 ,No info,7354
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,04:40:00,875,1 ,In-flight meal not included,7594
Air India,2019-04-09,Delhi,Cochin,20:30:00,08:15:00,705,1 ,No info,5683
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,20:20:00,375,1 ,No info,13555
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,05:05:00,375,1 ,No info,54826
Air India,2019-05-09,Kolkata,Banglore,08:20:00,20:25:00,725,2 ,No info,11432
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,19:50:00,1640,1 ,In-flight meal not included,10844
Air India,2019-03-27,Delhi,Cochin,09:45:00,08:15:00,1350,1 ,No info,7416
Spicejet,2019-05-27,Banglore,Delhi,21:10:00,00:05:00,175,0,No info,3311
Spicejet,2019-06-03,Banglore,Delhi,09:30:00,12:20:00,170,0,No info,3971
Jet Airways,2019-05-01,Delhi,Cochin,19:10:00,19:00:00,1430,2 ,No info,15129
Indigo,2019-05-09,Kolkata,Banglore,15:30:00,18:05:00,155,0,No info,4804
Spicejet,2019-06-27,Delhi,Cochin,08:45:00,13:15:00,270,1 ,No check-in baggage included,4760
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,09:20:00,800,1 ,No info,14388
Multiple Carriers,2019-03-21,Delhi,Cochin,18:15:00,01:35:00,440,1 ,No info,13542
Indigo,2019-05-06,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,No info,2754
Air India,2019-03-24,Banglore,New Delhi,17:00:00,22:55:00,1795,2 ,No info,8114
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,19:10:00,450,1 ,No info,14815
Spicejet,2019-05-21,Delhi,Cochin,17:55:00,22:50:00,295,1 ,No info,5975
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,16:20:00,475,1 ,No info,14781
Indigo,2019-05-03,Banglore,Delhi,22:10:00,01:00:00,170,0,No info,4284
Jet Airways,2019-04-27,Banglore,Delhi,11:10:00,14:05:00,175,0,No info,7229
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,20:20:00,790,1 ,No info,8610
Indigo,2019-05-21,Kolkata,Banglore,19:55:00,23:50:00,235,1 ,No info,4226
Indigo,2019-06-15,Banglore,Delhi,21:15:00,00:15:00,180,0,No info,3943
Air India,2019-05-15,Delhi,Cochin,17:20:00,09:25:00,965,1 ,No info,7480
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,18:15:00,705,1 ,In-flight meal not included,10844
Indigo,2019-05-06,Kolkata,Banglore,09:35:00,12:20:00,165,0,No info,4804
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,04:25:00,450,1 ,No info,16079
Spicejet,2019-03-03,Banglore,New Delhi,09:35:00,12:30:00,175,0,No info,6860
Jet Airways,2019-06-15,Delhi,Cochin,12:15:00,04:25:00,970,2 ,No info,14300
Multiple Carriers,2019-06-12,Delhi,Cochin,07:10:00,16:10:00,540,1 ,No info,6513
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1 ,In-flight meal not included,5608
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,19:45:00,2300,2 ,In-flight meal not included,9254
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,810,2 ,No info,10909
Air India,2019-05-27,Delhi,Cochin,05:15:00,06:50:00,1535,1 ,No info,8425
Spicejet,2019-03-24,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,5725
Air India,2019-06-09,Delhi,Cochin,17:15:00,19:15:00,1560,2 ,No info,12199
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,18:15:00,1400,1 ,In-flight meal not included,10844
Indigo,2019-06-18,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No info,4049
Indigo,2019-04-01,Banglore,Delhi,04:00:00,06:50:00,170,0,No info,3943
Indigo,2019-03-21,Delhi,Cochin,17:10:00,01:35:00,505,1 ,No info,7318
Indigo,2019-04-15,Delhi,Cochin,05:05:00,16:10:00,665,1 ,No info,6171
Goair,2019-05-15,Kolkata,Banglore,16:40:00,00:15:00,455,1 ,No info,7831
Goair,2019-04-12,Banglore,Delhi,07:45:00,10:40:00,175,0,No info,6722
Indigo,2019-06-15,Delhi,Cochin,05:35:00,08:50:00,195,0,No info,5601
Indigo,2019-03-09,Banglore,New Delhi,16:55:00,19:45:00,170,0,No info,10067
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,04:25:00,1375,2 ,No info,15129
Spicejet,2019-05-21,Banglore,Delhi,21:10:00,00:05:00,175,0,No info,3625
Jet Airways,2019-06-06,Delhi,Cochin,09:25:00,04:25:00,1140,2 ,In-flight meal not included,11992
Air India,2019-06-06,Delhi,Cochin,16:55:00,19:15:00,1580,2 ,No info,13591
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,19:00:00,1005,1 ,No info,15554
Jet Airways,2019-06-01,Delhi,Cochin,15:00:00,12:35:00,1295,1 ,In-flight meal not included,10262
Air India,2019-06-09,Delhi,Cochin,19:45:00,19:15:00,1410,2 ,No info,10178
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,19:50:00,800,1 ,In-flight meal not included,8586
Spicejet,2019-04-15,Kolkata,Banglore,06:55:00,09:30:00,155,0,No info,3873
Indigo,2019-04-27,Delhi,Cochin,21:50:00,03:35:00,345,1 ,No info,6307
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,22:35:00,510,1 ,No info,13626
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,12:35:00,1615,2 ,In-flight meal not included,13029
Jet Airways,2019-06-01,Delhi,Cochin,11:30:00,04:25:00,1015,1 ,In-flight meal not included,10262
Air India,2019-06-12,Kolkata,Banglore,12:00:00,21:50:00,590,2 ,No info,9416
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2 ,No info,13292
Air India,2019-05-21,Banglore,Delhi,10:00:00,12:45:00,165,0,No info,6961
Air India,2019-03-06,Delhi,Cochin,14:10:00,17:10:00,180,0,No info,7931
Indigo,2019-05-09,Delhi,Cochin,15:00:00,01:30:00,630,1 ,No info,8330
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,12:00:00,1315,1 ,In-flight meal not included,9663
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,04:25:00,395,1 ,No info,16079
Air India,2019-04-03,Delhi,Cochin,20:30:00,23:00:00,1590,1 ,No info,5022
Jet Airways,2019-06-06,Delhi,Cochin,11:40:00,19:00:00,440,2 ,In-flight meal not included,15812
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,12:00:00,330,1 ,In-flight meal not included,10056
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,15:15:00,435,1 ,In-flight meal not included,7832
Spicejet,2019-04-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Spicejet,2019-04-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Goair,2019-04-12,Banglore,Delhi,20:55:00,23:40:00,165,0,No info,6722
Air India,2019-03-01,Banglore,New Delhi,00:30:00,20:30:00,1200,1 ,1 Long layover,14752
Jet Airways,2019-05-09,Delhi,Cochin,11:40:00,19:00:00,440,2 ,In-flight meal not included,19644
Multiple Carriers,2019-06-12,Delhi,Cochin,07:30:00,19:15:00,705,1 ,No info,7354
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,18:00:00,1295,1 ,No info,14151
Indigo,2019-04-18,Banglore,Delhi,18:55:00,21:50:00,175,0,No info,5780
Air India,2019-03-09,Delhi,Cochin,17:45:00,23:00:00,315,1 ,No info,9064
Air India,2019-04-01,Kolkata,Banglore,10:00:00,10:30:00,1470,3 ,No info,12954
Air India,2019-03-06,Banglore,New Delhi,08:15:00,11:20:00,1625,2 ,No info,13942
Jet Airways,2019-06-09,Delhi,Cochin,19:15:00,19:00:00,1425,1 ,In-flight meal not included,10577
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,04:40:00,585,1 ,No info,14388
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,22:35:00,510,1 ,No info,14781
Air India,2019-04-03,Kolkata,Banglore,09:10:00,11:05:00,1555,2 ,No info,4647
Jet Airways,2019-06-01,Delhi,Cochin,07:05:00,12:35:00,330,1 ,No info,16079
Air India,2019-06-24,Delhi,Cochin,05:15:00,06:50:00,1535,1 ,No info,6587
Indigo,2019-04-21,Banglore,Delhi,00:30:00,03:25:00,175,0,No info,3943
Spicejet,2019-03-24,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,No info,2227
Indigo,2019-03-15,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,No info,2754
Air India,2019-05-15,Kolkata,Banglore,19:00:00,11:05:00,965,1 ,No info,6117
Air India,2019-03-24,Kolkata,Banglore,09:25:00,01:20:00,955,2 ,No info,11853
Indigo,2019-05-09,Delhi,Cochin,23:30:00,04:35:00,305,1 ,No info,8177
Air Asia,2019-04-01,Kolkata,Banglore,19:55:00,22:25:00,150,0,No info,3807
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,775,1 ,In-flight meal not included,14053
Air India,2019-06-06,Delhi,Cochin,18:05:00,21:10:00,185,0,No info,6094
Indigo,2019-05-09,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,4332
Indigo,2019-06-03,Delhi,Cochin,06:50:00,22:30:00,940,1 ,No info,7514
Multiple Carriers,2019-05-21,Delhi,Cochin,07:10:00,18:10:00,660,1 ,No info,7038
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2 ,No info,13014
Air India,2019-06-01,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No info,3625
Vistara,2019-03-06,Mumbai,Hyderabad,14:40:00,09:25:00,1125,1 ,No info,12395
Indigo,2019-04-18,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4591
Air Asia,2019-05-21,Kolkata,Banglore,22:40:00,10:40:00,720,1 ,No info,9719
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,10:05:00,910,1 ,No info,14571
Air India,2019-03-12,Banglore,New Delhi,00:30:00,08:45:00,495,1 ,No info,13492
Spicejet,2019-04-27,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Multiple Carriers,2019-05-21,Delhi,Cochin,11:25:00,19:15:00,470,1 ,No info,7575
Air India,2019-06-09,Kolkata,Banglore,07:00:00,01:20:00,1100,2 ,No info,13033
Spicejet,2019-03-21,Kolkata,Banglore,22:20:00,00:40:00,140,0,No info,3847
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,23:35:00,570,1 ,No info,14571
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,19:00:00,540,1 ,No info,12192
Vistara,2019-05-21,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,4668
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0,No info,5575
Indigo,2019-04-24,Delhi,Cochin,02:00:00,07:25:00,325,1 ,No info,5636
Indigo,2019-03-24,Kolkata,Banglore,09:35:00,12:20:00,165,0,No info,6038
Air India,2019-06-01,Delhi,Cochin,12:00:00,07:40:00,1180,2 ,No info,10966
Indigo,2019-06-01,Chennai,Kolkata,15:40:00,18:25:00,165,0,No info,3540
Jet Airways,2019-06-01,Delhi,Cochin,15:00:00,04:25:00,805,1 ,In-flight meal not included,10262
Air India,2019-03-06,Mumbai,Hyderabad,10:00:00,23:45:00,825,1 ,No info,11678
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,00:45:00,1140,1 ,In-flight meal not included,7832
Jet Airways,2019-06-03,Delhi,Cochin,07:05:00,19:00:00,715,1 ,In-flight meal not included,10577
Indigo,2019-06-01,Chennai,Kolkata,14:45:00,17:05:00,140,0,No info,3597
Air Asia,2019-05-03,Banglore,Delhi,04:55:00,07:45:00,170,0,No info,6181
Air India,2019-06-18,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,5510
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,18:50:00,995,1 ,No info,12242
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,19:00:00,1325,1 ,No info,14714
Multiple Carriers,2019-06-06,Delhi,Cochin,08:30:00,19:15:00,645,1 ,No info,7677
Jet Airways,2019-03-21,Banglore,New Delhi,14:05:00,20:20:00,375,1 ,In-flight meal not included,7832
Vistara,2019-04-09,Banglore,Delhi,09:45:00,12:35:00,170,0,No info,5403
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,09:00:00,965,1 ,No info,17261
Jet Airways,2019-06-12,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,5769
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,08:15:00,800,1 ,In-flight meal not included,7757
Jet Airways,2019-04-06,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,4544
Air India,2019-05-18,Kolkata,Banglore,09:25:00,17:20:00,1915,2 ,No info,13616
Jet Airways,2019-06-15,Delhi,Cochin,17:30:00,19:00:00,1530,1 ,In-flight meal not included,10262
Spicejet,2019-05-21,Banglore,Delhi,09:30:00,12:20:00,170,0,No info,3625
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,19:00:00,300,1 ,In-flight meal not included,12898
Goair,2019-03-15,Banglore,New Delhi,11:40:00,14:35:00,175,0,No info,6113
Multiple Carriers,2019-06-27,Delhi,Cochin,09:00:00,21:00:00,720,1 ,No info,7408
Air India,2019-06-24,Delhi,Cochin,17:15:00,19:15:00,1560,2 ,No info,11972
Indigo,2019-06-24,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No info,2754
Indigo,2019-06-12,Chennai,Kolkata,14:45:00,17:05:00,140,0,No info,3597
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,19:50:00,685,1 ,No info,14571
Indigo,2019-03-24,Banglore,New Delhi,00:40:00,03:25:00,165,0,No info,4777
Spicejet,2019-05-06,Banglore,Delhi,05:55:00,08:35:00,160,0,No info,3311
Jet Airways,2019-05-15,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No info,5678
Air India,2019-03-15,Banglore,New Delhi,06:45:00,15:15:00,510,1 ,No info,8714
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,18:15:00,1400,1 ,In-flight meal not included,10844
Air India,2019-04-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,6245
Multiple Carriers,2019-05-18,Delhi,Cochin,11:40:00,01:30:00,830,1 ,No info,8405
